duration,month,hour,day_of_week,user_type
13.983333333333333,1,0,Friday,Customer
11.433333333333334,1,0,Friday,Subscriber
5.25,1,0,Friday,Subscriber
12.316666666666666,1,0,Friday,Subscriber
20.883333333333333,1,0,Friday,Customer
8.75,1,0,Friday,Subscriber
10.983333333333333,1,0,Friday,Subscriber
7.733333333333333,1,1,Friday,Subscriber
3.433333333333333,1,1,Friday,Subscriber
7.083333333333333,1,1,Friday,Customer
13.3,1,2,Friday,Subscriber
9.733333333333333,1,2,Friday,Subscriber
8.416666666666666,1,2,Friday,Subscriber
23.85,1,2,Friday,Subscriber
11.216666666666667,1,2,Friday,Subscriber
9.016666666666667,1,2,Friday,Subscriber
3.183333333333333,1,2,Friday,Subscriber
13.916666666666666,1,2,Friday,Subscriber
13.133333333333333,1,2,Friday,Subscriber
9.966666666666667,1,3,Friday,Subscriber
20.633333333333333,1,3,Friday,Subscriber
7.666666666666667,1,3,Friday,Subscriber
23.45,1,3,Friday,Subscriber
4.7,1,3,Friday,Subscriber
3.55,1,3,Friday,Subscriber
16.4,1,3,Friday,Customer
5.2,1,4,Friday,Subscriber
23.7,1,4,Friday,Customer
11.15,1,4,Friday,Subscriber
3.716666666666667,1,5,Friday,Subscriber
17.833333333333332,1,6,Friday,Subscriber
4.666666666666667,1,6,Friday,Subscriber
13.383333333333333,1,6,Friday,Subscriber
2.3833333333333333,1,7,Friday,Subscriber
10.983333333333333,1,8,Friday,Subscriber
23.383333333333333,1,8,Friday,Subscriber
6.333333333333333,1,8,Friday,Subscriber
10.583333333333334,1,9,Friday,Subscriber
13.966666666666667,1,9,Friday,Subscriber
32.06666666666667,1,9,Friday,Customer
11.9,1,9,Friday,Subscriber
9.5,1,10,Friday,Subscriber
6.233333333333333,1,10,Friday,Subscriber
6.65,1,10,Friday,Subscriber
3.5166666666666666,1,10,Friday,Subscriber
6.933333333333334,1,10,Friday,Subscriber
2.55,1,10,Friday,Subscriber
13.016666666666667,1,10,Friday,Subscriber
5.083333333333333,1,10,Friday,Subscriber
6.75,1,10,Friday,Subscriber
16.233333333333334,1,10,Friday,Subscriber
13.566666666666666,1,10,Friday,Subscriber
7.416666666666667,1,11,Friday,Subscriber
6.283333333333333,1,11,Friday,Subscriber
8.983333333333333,1,11,Friday,Subscriber
34.71666666666667,1,11,Friday,Customer
11.383333333333333,1,11,Friday,Subscriber
5.5,1,11,Friday,Subscriber
7.133333333333334,1,11,Friday,Subscriber
29.933333333333334,1,11,Friday,Subscriber
7.316666666666666,1,11,Friday,Subscriber
33.31666666666667,1,12,Friday,Subscriber
6.25,1,12,Friday,Subscriber
21.216666666666665,1,12,Friday,Subscriber
27.166666666666668,1,12,Friday,Subscriber
29.066666666666666,1,12,Friday,Subscriber
85.61666666666666,1,12,Friday,Customer
6.783333333333333,1,12,Friday,Subscriber
4.416666666666667,1,12,Friday,Subscriber
22.733333333333334,1,12,Friday,Customer
6.516666666666667,1,12,Friday,Subscriber
14.3,1,12,Friday,Subscriber
40.71666666666667,1,12,Friday,Subscriber
109.31666666666666,1,13,Friday,Customer
12.5,1,13,Friday,Subscriber
16.383333333333333,1,13,Friday,Subscriber
201.73333333333332,1,13,Friday,Customer
200.86666666666667,1,13,Friday,Customer
6.75,1,13,Friday,Customer
21.933333333333334,1,13,Friday,Subscriber
4.383333333333334,1,13,Friday,Subscriber
108.18333333333334,1,13,Friday,Customer
32.85,1,13,Friday,Subscriber
14.5,1,13,Friday,Subscriber
46.86666666666667,1,13,Friday,Customer
8.55,1,13,Friday,Subscriber
13.416666666666666,1,13,Friday,Customer
18.05,1,13,Friday,Customer
10.783333333333333,1,13,Friday,Customer
12.55,1,13,Friday,Subscriber
22.05,1,13,Friday,Subscriber
13.366666666666667,1,13,Friday,Subscriber
23.55,1,13,Friday,Subscriber
32.9,1,13,Friday,Customer
22.65,1,13,Friday,Subscriber
14.983333333333333,1,13,Friday,Customer
8.366666666666667,1,13,Friday,Subscriber
9.45,1,14,Friday,Subscriber
45.55,1,14,Friday,Customer
192.16666666666666,1,14,Friday,Customer
14.883333333333333,1,14,Friday,Subscriber
11.033333333333333,1,14,Friday,Subscriber
5.7,1,14,Friday,Subscriber
16.933333333333334,1,14,Friday,Subscriber
7.166666666666667,1,14,Friday,Subscriber
144.45,1,14,Friday,Subscriber
10.266666666666667,1,14,Friday,Customer
13.6,1,14,Friday,Subscriber
7.0,1,14,Friday,Subscriber
5.116666666666666,1,14,Friday,Subscriber
14.083333333333334,1,14,Friday,Subscriber
3.85,1,15,Friday,Subscriber
3.3,1,15,Friday,Subscriber
6.766666666666667,1,15,Friday,Subscriber
5.9,1,15,Friday,Subscriber
14.216666666666667,1,15,Friday,Subscriber
12.583333333333334,1,15,Friday,Subscriber
10.216666666666667,1,15,Friday,Customer
5.366666666666666,1,15,Friday,Subscriber
9.483333333333333,1,15,Friday,Subscriber
34.13333333333333,1,15,Friday,Customer
5.483333333333333,1,15,Friday,Subscriber
12.216666666666667,1,15,Friday,Customer
5.333333333333333,1,15,Friday,Subscriber
14.9,1,15,Friday,Subscriber
18.066666666666666,1,15,Friday,Subscriber
17.816666666666666,1,15,Friday,Subscriber
117.13333333333334,1,15,Friday,Customer
7.516666666666667,1,15,Friday,Subscriber
5.666666666666667,1,15,Friday,Subscriber
3.283333333333333,1,15,Friday,Subscriber
16.833333333333332,1,15,Friday,Subscriber
5.733333333333333,1,15,Friday,Subscriber
9.033333333333333,1,15,Friday,Subscriber
30.583333333333332,1,15,Friday,Customer
17.9,1,16,Friday,Subscriber
15.15,1,16,Friday,Customer
27.283333333333335,1,16,Friday,Customer
3.8,1,16,Friday,Subscriber
12.516666666666667,1,16,Friday,Subscriber
36.766666666666666,1,16,Friday,Customer
3.45,1,16,Friday,Subscriber
5.316666666666666,1,16,Friday,Subscriber
18.116666666666667,1,16,Friday,Subscriber
27.05,1,16,Friday,Subscriber
26.533333333333335,1,16,Friday,Customer
23.266666666666666,1,16,Friday,Customer
30.733333333333334,1,16,Friday,Subscriber
15.8,1,16,Friday,Subscriber
17.65,1,16,Friday,Subscriber
7.183333333333334,1,16,Friday,Subscriber
6.7,1,16,Friday,Subscriber
7.133333333333334,1,17,Friday,Customer
8.166666666666666,1,17,Friday,Subscriber
5.983333333333333,1,17,Friday,Subscriber
10.85,1,17,Friday,Subscriber
10.95,1,17,Friday,Customer
21.566666666666666,1,17,Friday,Subscriber
11.383333333333333,1,17,Friday,Subscriber
15.783333333333333,1,17,Friday,Subscriber
4.9,1,17,Friday,Subscriber
11.833333333333334,1,17,Friday,Subscriber
16.433333333333334,1,17,Friday,Subscriber
6.583333333333333,1,17,Friday,Subscriber
14.333333333333334,1,17,Friday,Subscriber
16.3,1,18,Friday,Subscriber
4.616666666666666,1,18,Friday,Subscriber
16.183333333333334,1,18,Friday,Customer
30.766666666666666,1,18,Friday,Subscriber
1.9,1,18,Friday,Subscriber
4.883333333333334,1,18,Friday,Subscriber
20.183333333333334,1,18,Friday,Customer
13.35,1,19,Friday,Subscriber
3.8333333333333335,1,19,Friday,Subscriber
19.383333333333333,1,19,Friday,Subscriber
8.116666666666667,1,19,Friday,Subscriber
15.1,1,19,Friday,Subscriber
26.566666666666666,1,19,Friday,Customer
7.7,1,19,Friday,Subscriber
5.8,1,19,Friday,Subscriber
8.683333333333334,1,20,Friday,Subscriber
11.633333333333333,1,20,Friday,Subscriber
9.05,1,20,Friday,Subscriber
4.7,1,20,Friday,Subscriber
11.983333333333333,1,20,Friday,Subscriber
18.766666666666666,1,21,Friday,Subscriber
6.133333333333334,1,21,Friday,Subscriber
5.933333333333334,1,21,Friday,Subscriber
3.066666666666667,1,21,Friday,Subscriber
15.916666666666666,1,21,Friday,Customer
17.45,1,21,Friday,Customer
6.616666666666666,1,21,Friday,Subscriber
69.31666666666666,1,21,Friday,Customer
5.316666666666666,1,22,Friday,Subscriber
11.4,1,22,Friday,Subscriber
15.733333333333333,1,22,Friday,Customer
10.166666666666666,1,22,Friday,Subscriber
18.65,1,22,Friday,Customer
10.65,1,22,Friday,Subscriber
10.45,1,22,Friday,Subscriber
2.216666666666667,1,22,Friday,Subscriber
8.5,1,22,Friday,Subscriber
5.283333333333333,1,23,Friday,Subscriber
6.233333333333333,1,23,Friday,Customer
8.833333333333334,1,23,Friday,Subscriber
7.583333333333333,1,0,Saturday,Subscriber
6.95,1,0,Saturday,Subscriber
15.85,1,1,Saturday,Customer
3.9833333333333334,1,2,Saturday,Subscriber
4.166666666666667,1,2,Saturday,Subscriber
12.45,1,4,Saturday,Subscriber
22.466666666666665,1,5,Saturday,Subscriber
10.216666666666667,1,7,Saturday,Subscriber
4.183333333333334,1,7,Saturday,Subscriber
15.35,1,7,Saturday,Subscriber
4.183333333333334,1,7,Saturday,Subscriber
5.133333333333334,1,8,Saturday,Subscriber
33.9,1,8,Saturday,Customer
5.35,1,8,Saturday,Subscriber
11.033333333333333,1,8,Saturday,Subscriber
12.0,1,9,Saturday,Subscriber
7.4,1,9,Saturday,Subscriber
91.4,1,9,Saturday,Customer
11.25,1,9,Saturday,Subscriber
10.65,1,9,Saturday,Subscriber
8.916666666666666,1,9,Saturday,Subscriber
9.483333333333333,1,9,Saturday,Subscriber
5.05,1,9,Saturday,Subscriber
6.016666666666667,1,9,Saturday,Subscriber
14.583333333333334,1,9,Saturday,Subscriber
7.083333333333333,1,9,Saturday,Subscriber
4.733333333333333,1,9,Saturday,Subscriber
14.433333333333334,1,9,Saturday,Subscriber
22.5,1,10,Saturday,Customer
8.0,1,10,Saturday,Subscriber
114.45,1,10,Saturday,Customer
4.116666666666666,1,10,Saturday,Subscriber
8.283333333333333,1,10,Saturday,Subscriber
5.35,1,10,Saturday,Subscriber
9.233333333333333,1,10,Saturday,Subscriber
5.033333333333333,1,10,Saturday,Subscriber
8.433333333333334,1,10,Saturday,Subscriber
5.866666666666666,1,10,Saturday,Subscriber
11.65,1,10,Saturday,Subscriber
8.55,1,10,Saturday,Subscriber
38.06666666666667,1,10,Saturday,Subscriber
11.783333333333333,1,10,Saturday,Subscriber
7.583333333333333,1,10,Saturday,Subscriber
17.683333333333334,1,10,Saturday,Subscriber
6.133333333333334,1,10,Saturday,Subscriber
8.333333333333334,1,10,Saturday,Subscriber
4.25,1,10,Saturday,Subscriber
5.766666666666667,1,10,Saturday,Subscriber
4.5,1,10,Saturday,Subscriber
3.6,1,10,Saturday,Subscriber
3.6,1,10,Saturday,Subscriber
12.666666666666666,1,10,Saturday,Subscriber
3.9833333333333334,1,10,Saturday,Subscriber
8.116666666666667,1,11,Saturday,Subscriber
3.35,1,11,Saturday,Subscriber
10.0,1,11,Saturday,Subscriber
8.5,1,11,Saturday,Subscriber
4.166666666666667,1,11,Saturday,Subscriber
11.55,1,11,Saturday,Subscriber
5.1,1,11,Saturday,Subscriber
10.166666666666666,1,11,Saturday,Subscriber
8.583333333333334,1,11,Saturday,Subscriber
8.15,1,11,Saturday,Subscriber
96.05,1,11,Saturday,Customer
19.216666666666665,1,11,Saturday,Subscriber
9.616666666666667,1,11,Saturday,Subscriber
15.666666666666666,1,11,Saturday,Customer
21.183333333333334,1,11,Saturday,Subscriber
49.21666666666667,1,11,Saturday,Customer
2.6333333333333333,1,11,Saturday,Subscriber
28.033333333333335,1,11,Saturday,Customer
24.366666666666667,1,11,Saturday,Customer
20.866666666666667,1,11,Saturday,Customer
5.866666666666666,1,11,Saturday,Subscriber
10.283333333333333,1,12,Saturday,Subscriber
9.833333333333334,1,12,Saturday,Customer
7.366666666666666,1,12,Saturday,Subscriber
6.866666666666666,1,12,Saturday,Subscriber
17.366666666666667,1,12,Saturday,Subscriber
7.433333333333334,1,12,Saturday,Subscriber
21.233333333333334,1,12,Saturday,Subscriber
7.6,1,12,Saturday,Subscriber
5.616666666666666,1,12,Saturday,Subscriber
33.7,1,12,Saturday,Subscriber
6.05,1,12,Saturday,Subscriber
10.05,1,12,Saturday,Subscriber
23.433333333333334,1,12,Saturday,Subscriber
16.616666666666667,1,12,Saturday,Subscriber
6.616666666666666,1,12,Saturday,Subscriber
4.783333333333333,1,12,Saturday,Subscriber
2.066666666666667,1,12,Saturday,Subscriber
56.38333333333333,1,12,Saturday,Customer
4.75,1,12,Saturday,Subscriber
13.133333333333333,1,12,Saturday,Subscriber
6.366666666666666,1,12,Saturday,Subscriber
4.5,1,12,Saturday,Subscriber
9.466666666666667,1,12,Saturday,Subscriber
13.45,1,12,Saturday,Subscriber
18.75,1,12,Saturday,Subscriber
3.6166666666666667,1,12,Saturday,Subscriber
35.016666666666666,1,12,Saturday,Customer
4.283333333333333,1,12,Saturday,Subscriber
14.466666666666667,1,12,Saturday,Subscriber
23.5,1,12,Saturday,Customer
4.35,1,12,Saturday,Subscriber
10.2,1,12,Saturday,Customer
2.8333333333333335,1,13,Saturday,Subscriber
19.283333333333335,1,13,Saturday,Customer
38.63333333333333,1,13,Saturday,Subscriber
27.1,1,13,Saturday,Customer
12.016666666666667,1,13,Saturday,Customer
12.166666666666666,1,13,Saturday,Customer
24.083333333333332,1,13,Saturday,Customer
15.983333333333333,1,13,Saturday,Subscriber
48.166666666666664,1,13,Saturday,Customer
66.31666666666666,1,13,Saturday,Subscriber
10.916666666666666,1,13,Saturday,Subscriber
3.3833333333333333,1,13,Saturday,Subscriber
7.683333333333334,1,13,Saturday,Subscriber
19.4,1,13,Saturday,Subscriber
20.683333333333334,1,13,Saturday,Subscriber
7.183333333333334,1,13,Saturday,Subscriber
19.333333333333332,1,13,Saturday,Subscriber
28.25,1,13,Saturday,Customer
11.283333333333333,1,13,Saturday,Subscriber
11.383333333333333,1,13,Saturday,Subscriber
6.383333333333334,1,13,Saturday,Subscriber
7.966666666666667,1,13,Saturday,Subscriber
25.55,1,13,Saturday,Subscriber
10.483333333333333,1,13,Saturday,Customer
6.833333333333333,1,13,Saturday,Subscriber
33.78333333333333,1,13,Saturday,Customer
37.583333333333336,1,13,Saturday,Subscriber
11.65,1,13,Saturday,Subscriber
11.6,1,13,Saturday,Subscriber
31.983333333333334,1,13,Saturday,Subscriber
5.066666666666666,1,14,Saturday,Subscriber
5.3,1,14,Saturday,Subscriber
30.116666666666667,1,14,Saturday,Customer
12.183333333333334,1,14,Saturday,Subscriber
10.166666666666666,1,14,Saturday,Subscriber
15.816666666666666,1,14,Saturday,Subscriber
27.983333333333334,1,14,Saturday,Subscriber
13.816666666666666,1,14,Saturday,Subscriber
19.866666666666667,1,14,Saturday,Subscriber
11.55,1,14,Saturday,Subscriber
55.61666666666667,1,14,Saturday,Customer
12.05,1,14,Saturday,Customer
27.516666666666666,1,14,Saturday,Customer
31.666666666666668,1,14,Saturday,Subscriber
12.716666666666667,1,14,Saturday,Subscriber
2.4,1,14,Saturday,Subscriber
14.083333333333334,1,14,Saturday,Customer
21.216666666666665,1,14,Saturday,Subscriber
3.8333333333333335,1,14,Saturday,Subscriber
15.533333333333333,1,14,Saturday,Subscriber
4.366666666666666,1,14,Saturday,Subscriber
50.416666666666664,1,14,Saturday,Customer
13.133333333333333,1,14,Saturday,Subscriber
13.2,1,14,Saturday,Subscriber
20.816666666666666,1,14,Saturday,Subscriber
60.65,1,14,Saturday,Customer
2.716666666666667,1,14,Saturday,Subscriber
7.866666666666666,1,14,Saturday,Subscriber
15.583333333333334,1,14,Saturday,Subscriber
6.6,1,14,Saturday,Subscriber
25.216666666666665,1,14,Saturday,Customer
28.383333333333333,1,14,Saturday,Subscriber
4.316666666666666,1,14,Saturday,Subscriber
19.666666666666668,1,14,Saturday,Subscriber
5.2,1,14,Saturday,Subscriber
8.733333333333333,1,14,Saturday,Subscriber
11.233333333333333,1,14,Saturday,Customer
22.233333333333334,1,14,Saturday,Subscriber
18.416666666666668,1,14,Saturday,Customer
8.466666666666667,1,14,Saturday,Subscriber
18.766666666666666,1,15,Saturday,Subscriber
5.933333333333334,1,15,Saturday,Subscriber
5.05,1,15,Saturday,Subscriber
26.533333333333335,1,15,Saturday,Customer
7.083333333333333,1,15,Saturday,Subscriber
7.183333333333334,1,15,Saturday,Subscriber
16.2,1,15,Saturday,Subscriber
25.3,1,15,Saturday,Subscriber
18.7,1,15,Saturday,Subscriber
4.483333333333333,1,15,Saturday,Subscriber
12.3,1,15,Saturday,Subscriber
10.116666666666667,1,15,Saturday,Subscriber
6.5,1,15,Saturday,Subscriber
10.95,1,15,Saturday,Subscriber
4.083333333333333,1,15,Saturday,Subscriber
18.566666666666666,1,15,Saturday,Customer
7.116666666666666,1,15,Saturday,Subscriber
5.633333333333334,1,15,Saturday,Subscriber
6.183333333333334,1,15,Saturday,Subscriber
15.933333333333334,1,15,Saturday,Subscriber
25.283333333333335,1,15,Saturday,Customer
13.133333333333333,1,15,Saturday,Subscriber
3.85,1,15,Saturday,Subscriber
93.2,1,15,Saturday,Customer
4.95,1,15,Saturday,Subscriber
25.466666666666665,1,15,Saturday,Subscriber
11.716666666666667,1,15,Saturday,Subscriber
9.116666666666667,1,15,Saturday,Subscriber
20.65,1,15,Saturday,Subscriber
26.766666666666666,1,15,Saturday,Subscriber
59.483333333333334,1,15,Saturday,Customer
9.033333333333333,1,15,Saturday,Subscriber
7.083333333333333,1,15,Saturday,Subscriber
3.4,1,16,Saturday,Subscriber
6.05,1,16,Saturday,Subscriber
4.2,1,16,Saturday,Subscriber
15.983333333333333,1,16,Saturday,Customer
49.55,1,16,Saturday,Customer
5.883333333333334,1,16,Saturday,Subscriber
15.733333333333333,1,16,Saturday,Subscriber
25.216666666666665,1,16,Saturday,Subscriber
29.316666666666666,1,16,Saturday,Customer
14.416666666666666,1,16,Saturday,Subscriber
2.433333333333333,1,16,Saturday,Subscriber
12.6,1,16,Saturday,Subscriber
18.3,1,16,Saturday,Subscriber
14.966666666666667,1,16,Saturday,Customer
8.133333333333333,1,16,Saturday,Subscriber
7.483333333333333,1,16,Saturday,Customer
10.433333333333334,1,16,Saturday,Subscriber
3.433333333333333,1,16,Saturday,Subscriber
6.033333333333333,1,16,Saturday,Subscriber
18.533333333333335,1,17,Saturday,Subscriber
11.95,1,17,Saturday,Customer
32.78333333333333,1,17,Saturday,Subscriber
2.3666666666666667,1,17,Saturday,Subscriber
